img,output,flag,username,timestamp
"{""path"":""flagged\\img\\5acda6fc071eea72e5e8\\img_1.jpg"",""url"":""http://127.0.0.1:7860/file=C:\\Users\\anoop\\AppData\\Local\\Temp\\gradio\\b0214708a1db8dda176b74e3a1f152d4a2e31145\\img_1.jpg"",""size"":572,""orig_name"":""img_1.jpg"",""mime_type"":""""}",Predicted Digit: 6,,,2023-12-02 15:24:27.832712
